region,#,Building Name,City,Height (m),Height (ft),Floors,Completion,Material,Use,timestamp
Oceania,700,ACU Tenison Woods House,Sydney (AU),70,230,22,1974,composite,office,2019-01-18T02:39:17Z
Oceania,700,Grandview Apartments,Sydney (AU),70,230,22,1999,concrete,residential,2019-01-18T02:39:17Z
Oceania,700,International Beach Resort,Gold Coast (AU),70,230,22,1971,concrete,abandoned,2019-01-18T02:39:17Z
Oceania,700,Macquarie Park Village (The Melbourne),Sydney (AU),70,230,22,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,704,1 Railway Parade,Sydney (AU),70,230,21,2014,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,704,Ocean Pacific,Gold Coast (AU),70,230,21,2008,concrete,residential,2019-01-18T02:39:17Z
Oceania,704,One30 the Esplanade Tower 4,Darwin (AU),70,230,21,2009,concrete,residential,2019-01-18T02:39:17Z
Oceania,704,Skytower Apartments,Darwin (AU),70,230,21,2010,concrete,residential,2019-01-18T02:39:17Z
Oceania,704,VQ Shores,Sydney (AU),70,230,21,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,709,7-17 Verona Drive,Sydney (AU),70,230,20,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,709,Aqua Apartments,Gold Coast (AU),70,230,20,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,709,Stonecutters,Sydney (AU),70,230,20,2009,concrete,residential,2019-01-18T02:39:17Z
Oceania,709,The Tower Residences,Sydney (AU),70,230,20,2017,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,709,Verdant Apartments,Perth (AU),70,230,20,2018,precast,residential,2019-01-18T02:39:17Z
Oceania,714,AGL Centre,Sydney (AU),70,230,19,1974,concrete,office,2019-01-18T02:39:17Z
Oceania,714,Crowne Plaza Hotel,Christchurch (NZ),70,230,19,1989,concrete,hotel,2019-01-18T02:39:17Z
Oceania,716,St George Building Society,Sydney (AU),70,230,17,1976,composite,office,2019-01-18T02:39:17Z
Oceania,717,ANZ Bank Tower,Wellington (NZ),70,230,-,1983,concrete,office,2019-01-18T02:39:17Z
Oceania,717,Westpac Building,Wellington (NZ),70,230,-,1978,concrete,office,2019-01-18T02:39:17Z
Oceania,719,Riverside Hamilton,Brisbane (AU),69.5,228,20,2012,concrete,residential,2019-01-18T02:39:17Z
Oceania,720,Emblem,Sydney (AU),69.3,227,21,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,721,Botanica Residences,Brisbane (AU),69,226,20,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,722,Highett Towers,Melbourne (AU),68.9,226,25,-,concrete,residential,2019-01-18T02:39:17Z
Oceania,723,Oracle,Perth (AU),68,223,22,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,724,Altitude 350,Canberra (AU),68,223,20,2013,concrete,residential,2019-01-18T02:39:17Z
Oceania,724,One30 The Esplanade Tower 2,Darwin (AU),68,223,20,2009,concrete,residential,2019-01-18T02:39:17Z
Oceania,724,Pinnacle,Perth (AU),68,223,20,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,724,Skye by Crown Group,Sydney (AU),68,223,20,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,724,Urbanest Tower,Sydney (AU),68,223,20,2017,concrete,hotel,2019-01-18T02:39:17Z
Oceania,729,67 Albert Avenue,Sydney (AU),68,223,17,1989,concrete,office / retail,2019-01-18T02:39:17Z
Oceania,730,Marcus Clark's Building,Sydney (AU),68,223,9,1928,steel,education,2019-01-18T02:39:17Z
Oceania,731,Star Grand,Gold Coast (AU),67,220,21,1986,concrete,hotel / casino,2019-01-18T02:39:17Z
Oceania,732,Aqua,Sydney (AU),67,220,20,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,732,Broadbeach on the Park,Gold Coast (AU),67,220,20,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,734,Oasis on Woods,Darwin (AU),67,220,19,2011,concrete,office / residential,2019-01-18T02:39:17Z
Oceania,735,AON Centre,Parramatta (AU),67,220,15,1985,composite,office,2019-01-18T02:39:17Z
Oceania,736,Banksia Apartments,Melbourne (AU),66.8,219,19,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,737,Windsor Towers,Perth (AU),66,217,21,1969,concrete,residential,2019-01-18T02:39:17Z
Oceania,738,Park Plaza,Sydney (AU),66,217,20,1996,composite,residential / retail,2019-01-18T02:39:17Z
Oceania,739,7-9 Gibbons Street,Sydney (AU),66,217,19,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,739,VUE Bondi Junction,Sydney (AU),66,217,19,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,741,Trust Building,Sydney (AU),66,217,12,1916,steel,office,2019-01-18T02:39:17Z
Oceania,742,DUO East,Sydney (AU),65.7,216,18,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,743,Fiori Tower One,Parramatta (AU),65.5,215,22,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,744,Surfers International,Gold Coast (AU),65,213,23,1978,concrete,residential,2019-01-18T02:39:17Z
Oceania,745,The Regency Tower B,Sydney (AU),65,213,21,2002,concrete,residential,2019-01-18T02:39:17Z
Oceania,746,Abode Apartments,Sydney (AU),65,213,20,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,746,Boardwalk,Gold Coast (AU),65,213,20,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,746,Leura,Sydney (AU),65,213,20,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,749,Astral Apartments,Sydney (AU),65,213,19,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,749,East Quarter (Stage 2),Sydney (AU),65,213,19,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,751,1 Parramatta Square,Parramatta (AU),65,213,16,2017,concrete,office / education / retail,2019-01-18T02:39:17Z
Oceania,752,475 Victoria Avenue Tower 1,Sydney (AU),65,213,14,1990,concrete,office,2019-01-18T02:39:17Z
Oceania,752,475 Victoria Avenue Tower 2,Sydney (AU),65,213,14,1990,concrete,office,2019-01-18T02:39:17Z
Oceania,754,Harbour 2,Brisbane (AU),64.9,213,19,2011,concrete,residential,2019-01-18T02:39:17Z
Oceania,755,Federal Police Headquarters,Parramatta (AU),64,210,15,2003,composite,office,2019-01-18T02:39:17Z
Oceania,755,McNamara Centre,Parramatta (AU),64,210,15,1982,composite,office,2019-01-18T02:39:17Z
Oceania,755,Scarborough House,Canberra (AU),64,210,15,1975,composite,office,2019-01-18T02:39:17Z
Oceania,758,Grace Building,Sydney (AU),64,210,12,1930,steel,hotel,2019-01-18T02:39:17Z
Oceania,759,Lucia,Melbourne (AU),63.5,208,20,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,760,The Emerald,Melbourne (AU),63.5,208,20,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,761,Soda,Brisbane (AU),63.4,208,19,2016,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,762,Belconnen Sentinel Apartments Tower I,Canberra (AU),63,207,20,2014,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,762,Belconnen Sentinel Apartments Tower II,Canberra (AU),63,207,20,2014,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,764,8 Park Lane,Sydney (AU),63,207,19,2013,concrete,residential,2019-01-18T02:39:17Z
Oceania,765,NewActon South,Canberra (AU),63,207,18,2011,concrete,residential,2019-01-18T02:39:17Z
Oceania,766,Wales House,Sydney (AU),63,207,12,1929,steel,hotel,2019-01-18T02:39:17Z
Oceania,767,Waterline,Gold Coast (AU),62.2,204,20,2005,concrete,residential,2019-01-18T02:39:17Z
Oceania,768,Piccadilly Gardens,(AU),62,203,21,1963,composite,residential,2019-01-18T02:39:17Z
Oceania,768,Veronne Apartments,Sydney (AU),62,203,21,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,770,Shore East,Sydney (AU),62,203,20,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,770,Shore West,Sydney (AU),62,203,20,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,772,Hing Loong Apartments,Sydney (AU),62,203,18,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,773,Amatil Building,Sydney (AU),62,203,14,1968,concrete,office,2019-01-18T02:39:17Z
Oceania,774,Century Plaza,Sydney (AU),61.9,203,21,1980,concrete,residential,2019-01-18T02:39:17Z
Oceania,775,"Capitol Apartments, Bondi Junction",Sydney (AU),61.3,201,19,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,776,Proximity (Building A),Sydney (AU),61,200,20,2000,concrete,residential,2019-01-18T02:39:17Z
Oceania,777,Westfield Tower One,Sydney (AU),61,200,18,1988,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,778,Charles Plaza,Sydney (AU),61,200,12,1936,steel,office,2019-01-18T02:39:17Z
Oceania,778,City Mutual Life Building,Sydney (AU),61,200,12,1936,steel,office,2019-01-18T02:39:17Z
Oceania,778,Mutual Life & Citizens Building,Sydney (AU),61,200,12,1938,steel,office,2019-01-18T02:39:17Z
Oceania,781,Pacific International,Canberra (AU),60,197,20,1996,concrete,residential,2019-01-18T02:39:17Z
Oceania,782,111 George Street (Tower A),Parramatta (AU),60,197,19,2015,concrete,office / office / residential,2019-01-18T02:39:17Z
Oceania,782,36 Cowper Street,Parramatta (AU),60,197,19,2014,concrete,office / residential,2019-01-18T02:39:17Z
Oceania,782,Elite Apartments,Sydney (AU),60,197,19,2005,concrete,residential,2019-01-18T02:39:17Z
Oceania,782,ibis Budget Auckland Central,Auckland (NZ),60,197,19,2004,concrete,hotel,2019-01-18T02:39:17Z
Oceania,782,North Apartments,Melbourne (AU),60,197,19,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,787,157 Redfern Street,Sydney (AU),60,197,18,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,787,2-8 James Street,Sydney (AU),60,197,18,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,787,Bridgehill Residences,Sydney (AU),60,197,18,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,787,IGLU Building,Sydney (AU),60,197,18,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,787,Pullman Hotel,Sydney (AU),60,197,18,2008,concrete,hotel,2019-01-18T02:39:17Z
Oceania,787,Skyline Tower,Parramatta (AU),60,197,18,2002,concrete,residential,2019-01-18T02:39:17Z
Oceania,793,27-31 Belmore Street,Sydney (AU),60,197,17,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,793,Josh Berger Building,Sydney (AU),60,197,17,1972,concrete,office,2019-01-18T02:39:17Z
Oceania,795,116 The Esplanade,Gold Coast (AU),60,197,16,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,795,Mantra Parramatta,Parramatta (AU),60,197,16,2000,concrete,hotel,2019-01-18T02:39:17Z
Oceania,795,Two Central Park,Sydney (AU),60,197,16,2013,concrete,residential,2019-01-18T02:39:17Z
Oceania,798,1-3 The Terrace,Wellington (NZ),60,197,15,1979,concrete,office,2019-01-18T02:39:17Z
Oceania,798,Greek Community Centre,Melbourne (AU),60,197,15,2014,concrete,retail / office,2019-01-18T02:39:17Z
Oceania,798,Pastoral House,Wellington (NZ),60,197,15,1977,steel,office,2019-01-18T02:39:17Z
Oceania,798,Westpac Centre Headquarters,Melbourne (AU),60,197,15,2015,concrete,office,2019-01-18T02:39:17Z
Oceania,802,Unilodge Central Park,Sydney (AU),60,197,14,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,803,12 Help Street,Sydney (AU),60,197,12,1978,concrete,office,2019-01-18T02:39:17Z
Oceania,804,David Jones Department Store,Sydney (AU),60,197,9,1925,steel,retail,2019-01-18T02:39:17Z
Oceania,805,176-186 Morphett Street,Adelaide (AU),59,194,18,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,806,Ashington House,Sydney (AU),59,194,12,1940,steel,office,2019-01-18T02:39:17Z
Oceania,807,152-160 Grote Street,Adelaide (AU),58,190,18,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,807,460 Forest Road,Sydney (AU),58,190,18,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,807,Atria on Cowper,Parramatta (AU),58,190,18,2014,composite,residential,2019-01-18T02:39:17Z
Oceania,807,Elma Tower,Parramatta (AU),58,190,18,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,811,Gallery by Crown Tower One,Parramatta (AU),58,190,17,2011,concrete,residential,2019-01-18T02:39:17Z
Oceania,811,Gallery by Crown Tower Two,Parramatta (AU),58,190,17,2011,concrete,residential,2019-01-18T02:39:17Z
Oceania,813,Arena,Newcastle (AU),58,190,16,2017,concrete,residential / hotel,2019-01-18T02:39:17Z
Oceania,813,Marrakai Apartments,Darwin (AU),58,190,16,1984,concrete,residential,2019-01-18T02:39:17Z
Oceania,815,Barrington Centre,Parramatta (AU),58,190,13,1970,steel,office / retail,2019-01-18T02:39:17Z
Oceania,816,Ernst & Young,Canberra (AU),58,190,12,2008,concrete,office,2019-01-18T02:39:17Z
Oceania,817,UTS Broadway Building,Sydney (AU),57.3,188,12,2014,concrete,education,2019-01-18T02:39:17Z
Oceania,818,Fiori Tower Two,Parramatta (AU),57,187,18,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,818,London Tower (The Metropolitan),Canberra (AU),57,187,18,2006,concrete,residential,2019-01-18T02:39:17Z
Oceania,820,The Quay Tower 1,Sydney (AU),57,187,16,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,820,The Quay Tower 2,Sydney (AU),57,187,16,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,822,SAP House,Canberra (AU),57,187,14,1989,composite,office / retail,2019-01-18T02:39:17Z
Oceania,823,Sun Building,Sydney (AU),57,187,12,1929,steel,office,2019-01-18T02:39:17Z
Oceania,824,Sirius Building,Canberra (AU),57,187,10,2010,concrete,hospital,2019-01-18T02:39:17Z
Oceania,825,Four Points by Sheraton Melbourne Docklands,Melbourne (AU),56.1,184,16,2017,concrete,hotel,2019-01-18T02:39:17Z
Oceania,826,D105,Darwin (AU),56,184,18,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,827,Macquarie Tower,Parramatta (AU),56,184,14,1987,concrete,office,2019-01-18T02:39:17Z
Oceania,828,The Astor,Sydney (AU),56,184,13,1923,concrete,residential,2019-01-18T02:39:17Z
Oceania,829,18 Marcus Clarke,Canberra (AU),56,184,12,2007,concrete,office,2019-01-18T02:39:17Z
Oceania,829,50 Martin Place,Sydney (AU),56,184,12,2014,concrete,office,2019-01-18T02:39:17Z
Oceania,831,Rydges Hotel,Canberra (AU),55,180,18,1972,composite,hotel,2019-01-18T02:39:17Z
Oceania,831,The Quay Tower 1,Sydney (AU),55,180,18,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,833,Harbour Garden Towers,Sydney (AU),55,180,17,2000,concrete,residential,2019-01-18T02:39:17Z
Oceania,833,North Apartments,Sydney (AU),55,180,17,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,835,Radiance,Sydney (AU),55,180,16,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,835,The Castlereagh,Sydney (AU),55,180,16,2015,concrete,residential,2019-01-18T02:39:17Z
Oceania,837,The Eminence,Melbourne (AU),55,180,15,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,837,The Quay Tower 2,Sydney (AU),55,180,15,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,839,Bankstown Civic Tower,Sydney (AU),55,180,14,1991,concrete,office,2019-01-18T02:39:17Z
Oceania,840,Linea Tower,Sydney (AU),55,180,13,2002,concrete,residential,2019-01-18T02:39:17Z
Oceania,841,APA Building,Sydney (AU),55,180,12,1937,steel,office,2019-01-18T02:39:17Z
Oceania,841,State Theatre Building,Sydney (AU),55,180,12,1929,steel,office / hotel,2019-01-18T02:39:17Z
Oceania,843,Manhattan on the Park,Canberra (AU),54,177,16,2013,concrete,residential,2019-01-18T02:39:17Z
Oceania,843,North Sydney Harbourview Hotel,Sydney (AU),54,177,16,1971,concrete,hotel / hotel,2019-01-18T02:39:17Z
Oceania,845,Chatswood Chambers,Sydney (AU),54,177,14,1970,steel,office,2019-01-18T02:39:17Z
Oceania,846,Commonwealth Bank,Sydney (AU),54,177,12,1956,steel,office,2019-01-18T02:39:17Z
Oceania,846,Transport House,Sydney (AU),54,177,12,1936,steel,office,2019-01-18T02:39:17Z
Oceania,848,Opera,Brisbane (AU),53.9,177,17,2017,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,849,Waterloo Housing (Daniel Solander),Sydney (AU),53,174,17,1974,concrete,residential,2019-01-18T02:39:17Z
Oceania,849,Waterloo Housing (Marton),Sydney (AU),53,174,17,1973,concrete,residential,2019-01-18T02:39:17Z
Oceania,851,McCaffery Apartments,Newcastle (AU),53,174,16,2011,composite,residential / hotel,2019-01-18T02:39:17Z
Oceania,852,Auburn Central,Sydney (AU),53,174,15,2004,composite,residential / retail,2019-01-18T02:39:17Z
Oceania,853,Aon House,Canberra (AU),53,174,14,1971,composite,office,2019-01-18T02:39:17Z
Oceania,854,Hotel Westend,Sydney (AU),53,174,13,1929,steel,hotel,2019-01-18T02:39:17Z
Oceania,855,Commonwealth Bank Headquarters,Sydney (AU),53,174,12,1916,steel,office,2019-01-18T02:39:17Z
Oceania,855,Customs House,Canberra (AU),53,174,12,2014,concrete,office,2019-01-18T02:39:17Z
Oceania,855,Kyle House,Sydney (AU),53,174,12,1931,steel,office,2019-01-18T02:39:17Z
Oceania,855,Masonic Club,Sydney (AU),53,174,12,1925,steel,office,2019-01-18T02:39:17Z
Oceania,859,London Circuit (The Metropolitan),Canberra (AU),52,171,16,2007,concrete,residential,2019-01-18T02:39:17Z
Oceania,860,Aero,Newcastle (AU),52,171,15,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,860,Woniora Gardens Tower 1,Sydney (AU),52,171,15,1998,composite,residential,2019-01-18T02:39:17Z
Oceania,860,Woniora Gardens Tower 2,Sydney (AU),52,171,15,1998,composite,residential,2019-01-18T02:39:17Z
Oceania,863,Freight Corp Centre,Parramatta (AU),52,171,14,1973,composite,office,2019-01-18T02:39:17Z
Oceania,863,Paragon,Sydney (AU),52,171,14,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,865,Century Centre,Parramatta (AU),52,171,12,2000,concrete,office,2019-01-18T02:39:17Z
Oceania,866,Avenue,Melbourne (AU),51.3,168,16,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,867,22 Parkes Street,Parramatta (AU),51,167,17,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,868,Bellevue West Tower,Sydney (AU),51,167,16,1992,composite,residential,2019-01-18T02:39:17Z
Oceania,869,14 Moore Street,Canberra (AU),51,167,13,2011,concrete,office,2019-01-18T02:39:17Z
Oceania,869,Avaya House,Canberra (AU),51,167,13,2011,concrete,office,2019-01-18T02:39:17Z
Oceania,869,Commonwealth Bank Darling Square,Sydney (AU),51,167,13,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,872,20 Allara Street,Canberra (AU),51,167,12,1985,concrete,office,2019-01-18T02:39:17Z
Oceania,872,BMA House,Sydney (AU),51,167,12,1930,steel,office,2019-01-18T02:39:17Z
Oceania,872,Gowings,Sydney (AU),51,167,12,1929,steel,office / retail,2019-01-18T02:39:17Z
Oceania,872,National Building,Sydney (AU),51,167,12,1926,steel,office / retail,2019-01-18T02:39:17Z
Oceania,872,St James Trust Building,Sydney (AU),51,167,12,1923,steel,office,2019-01-18T02:39:17Z
Oceania,877,50 Marcus Clarke Street,Canberra (AU),51,167,11,2010,concrete,office,2019-01-18T02:39:17Z
Oceania,878,Nishi Hotel,Canberra (AU),50,164,18,2014,concrete,hotel,2019-01-18T02:39:17Z
Oceania,879,Museum Gardens,Parramatta (AU),50,164,17,1996,concrete,residential,2019-01-18T02:39:17Z
Oceania,879,Omnia,Sydney (AU),50,164,17,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,879,Waterloo Housing (James Cook),Sydney (AU),50,164,17,1971,concrete,residential,2019-01-18T02:39:17Z
Oceania,879,Waterloo Housing (Joseph Banks),Sydney (AU),50,164,17,1971,concrete,residential,2019-01-18T02:39:17Z
Oceania,879,Wentworth Gardens,Parramatta (AU),50,164,17,1974,composite,residential,2019-01-18T02:39:17Z
Oceania,884,1-3 Elizabeth Street,Sydney (AU),50,164,16,2014,concrete,residential,2019-01-18T02:39:17Z
Oceania,884,Altitude Apartments,Sydney (AU),50,164,16,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,884,Eden,Auckland (NZ),50,164,16,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,884,Monarch,Sydney (AU),50,164,16,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,884,Redfern Public Housing (Gilmore),Sydney (AU),50,164,16,1966,concrete,residential,2019-01-18T02:39:17Z
Oceania,884,Redfern Public Housing (Kendall),Sydney (AU),50,164,16,1966,concrete,residential,2019-01-18T02:39:17Z
Oceania,884,Redfern Public Housing (Lawson),Sydney (AU),50,164,16,1966,concrete,residential,2019-01-18T02:39:17Z
Oceania,891,1 Burroway Road,Sydney (AU),50,164,15,2016,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,891,Proximity (Building B),Sydney (AU),50,164,15,2000,concrete,residential,2019-01-18T02:39:17Z
Oceania,891,Scott Street Apartments,Brisbane (AU),50,164,15,2010,concrete,residential,2019-01-18T02:39:17Z
Oceania,891,Woolooware Bay Tower 1,Sydney (AU),50,164,15,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,895,5-7 Charles Street,Parramatta (AU),50,164,14,2013,concrete,residential,2019-01-18T02:39:17Z
Oceania,895,Cecil Apartments,Sydney (AU),50,164,14,1990,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,895,North 34,Parramatta (AU),50,164,14,2012,concrete,residential,2019-01-18T02:39:17Z
Oceania,898,ACTEW House,Canberra (AU),50,164,12,1968,concrete,office,2019-01-18T02:39:17Z
Oceania,898,AMP Building,Canberra (AU),50,164,12,1964,composite,office,2019-01-18T02:39:17Z
Oceania,898,Canberra House,Canberra (AU),50,164,12,1984,concrete,office,2019-01-18T02:39:17Z
Oceania,898,Cliveden,Sydney (AU),50,164,12,1914,concrete,residential,2019-01-18T02:39:17Z
Oceania,898,James Hardie House,Sydney (AU),50,164,12,1935,steel,office,2019-01-18T02:39:17Z
Oceania,903,Gosford Hospital Clinical Services Building,Gosford (AU),50,164,11,2018,concrete,hospital,2019-01-18T02:39:17Z
Oceania,904,New Space University of Newcastle,Newcastle (AU),50,164,10,2017,composite,education,2019-01-18T02:39:17Z
Oceania,905,The Creston,Wollongong (AU),49,161,16,1983,concrete,residential,2019-01-18T02:39:17Z
Oceania,906,American Express,Sydney (AU),48,157,11,2008,concrete,office / retail,2019-01-18T02:39:17Z
Oceania,907,380 Queen Street,Brisbane (AU),47.9,157,13,-,concrete,office,2019-01-18T02:39:17Z
Oceania,908,Pinnacle Apartments,Newcastle (AU),45,148,16,2008,composite,residential,2019-01-18T02:39:17Z
Oceania,909,Mayfair House,Wellington (NZ),45,148,13,1986,concrete,office,2019-01-18T02:39:17Z
Oceania,909,Ryde Garden Building C,Sydney (AU),45,148,13,2018,concrete,residential,2019-01-18T02:39:17Z
Oceania,911,Rumbalara Apartments (Tower four),Gosford (AU),40,131,11,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,911,Rumbalara Apartments (Tower one),Gosford (AU),40,131,11,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,911,Rumbalara Apartments (Tower Three),Gosford (AU),40,131,11,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,911,Rumbalara Apartments (Tower two),Gosford (AU),40,131,11,2004,concrete,residential,2019-01-18T02:39:17Z
Oceania,915,275 Mann Street,Gosford (AU),36,118,10,2010,concrete,residential / retail,2019-01-18T02:39:17Z
Oceania,916,Ramada Plaza Noumea Tower I,Noumea (NC),-,-,21,2005,concrete,hotel,2019-01-18T02:39:17Z
Oceania,917,The Melbourne Residences,Brisbane (AU),-,-,20,2017,concrete,residential,2019-01-18T02:39:17Z
Oceania,918,Panorama Apartments,Perth (AU),-,-,18,2000,concrete,residential,2019-01-18T02:39:17Z
Oceania,918,Zenix,Sydney (AU),-,-,18,2003,concrete,residential,2019-01-18T02:39:17Z
Oceania,920,Altair Waterfront Apartments,Perth (AU),-,-,17,2008,concrete,residential,2019-01-18T02:39:17Z
Oceania,921,Mathews Building,Sydney (AU),-,-,16,-,concrete,education,2019-01-18T02:39:17Z
Oceania,922,257 Clarence Street,Sydney (AU),-,-,15,2009,concrete,office,2019-01-18T02:39:17Z
Oceania,922,Asteron Centre,Wellington (NZ),-,-,15,2010,concrete,office,2019-01-18T02:39:17Z
Oceania,922,Proximity Hamilton,Brisbane (AU),-,-,15,2016,concrete,residential,2019-01-18T02:39:17Z
Oceania,922,University of New South Wales Library,Sydney (AU),-,-,15,1966,concrete,education,2019-01-18T02:39:17Z
South America,1,Torre Costanera,Santiago (CL),300,984,62,2014,concrete,hotel / office,2019-01-18T02:39:17Z
South America,2,BD Bacata Torre 1,Bogota (CO),260,853,67,2018,concrete,hotel / residential,2019-01-18T02:39:17Z
South America,3,Alvear Tower Puerto Madero,Buenos Aires (AR),235,771,56,2018,concrete,residential,2019-01-18T02:39:17Z
South America,4,Parque Central Torre Officinas I,Caracas (VE),225,738,56,1979,concrete,office,2019-01-18T02:39:17Z
South America,4,Parque Central Torre Officinas II,Caracas (VE),225,738,56,1983,concrete,office,2019-01-18T02:39:17Z
South America,6,BD Bacata Torre 2,Bogota (CO),216,709,56,2018,concrete,office / residential,2019-01-18T02:39:17Z
South America,7,Hotel Estelar Bocagrande,Cartagena (CO),202,663,52,2017,concrete,residential / hotel,2019-01-18T02:39:17Z
South America,8,Titanium La Portada,Santiago (CL),195,640,55,2010,concrete,office,2019-01-18T02:39:17Z
South America,9,Órion Business & Health Complex,Goiania (BR),191.5,628,44,2018,concrete,hotel / hospital / office,2019-01-18T02:39:17Z
South America,10,Hyatt Regency Bocagrande,Cartagena (CO),190,623,44,2017,concrete,residential / hotel / retail,2019-01-18T02:39:17Z
South America,11,Museo Parque Central,Bogota (CO),185,607,45,2017,concrete,residential / office,2019-01-18T02:39:17Z
South America,12,North Point V,Bogota (CO),184,604,45,2017,concrete,office,2019-01-18T02:39:17Z
South America,13,Tour Geneve,Joao Pessoa (BR),182.3,598,51,2018,concrete,residential,2019-01-18T02:39:17Z
South America,14,Millennium Palace,Balneario Camboriu (BR),177.3,582,46,2014,concrete,residential,2019-01-18T02:39:17Z
South America,15,Edificio Coltejer,Medellin (CO),175,574,37,1972,concrete,office,2019-01-18T02:39:17Z
South America,16,Alameda Jardins Residence,Balneario Camboriu (BR),174,571,45,2015,concrete,residential,2019-01-18T02:39:17Z
South America,17,Torre Cavia,Buenos Aires (AR),172.8,567,44,2009,concrete,residential,2019-01-18T02:39:17Z
South America,18,Concordia Corporate,Nova Lima (BR),172,564,45,2018,composite,office,2019-01-18T02:39:17Z
South America,18,Torre E,Bogota (CO),172,564,45,2017,concrete,office,2019-01-18T02:39:17Z
South America,20,Torre Renoir 2,Buenos Aires (AR),171.8,564,51,2012,concrete,residential,2019-01-18T02:39:17Z
South America,21,Palácio W. Zarzur,São Paulo (BR),170,558,51,1967,concrete,retail / office,2019-01-18T02:39:17Z
South America,22,Grand Bay Club,Cartagena (CO),170,558,46,2011,concrete,residential,2019-01-18T02:39:17Z
South America,23,Império das Ondas,Balneario Camboriu (BR),165,541,51,2016,concrete,residential,2019-01-18T02:39:17Z
South America,24,Edificio Italia,São Paulo (BR),165,541,46,1965,concrete,office,2019-01-18T02:39:17Z
